Name of TPS,Installed Capacity (MW),CIL,SSCL,Captive,E-Auction,Import,Others,Total,Total Consumption,Closing Stocks,Month,Year,SCCL
DAMODARAM SANJEEVAIAH TPS,2400.0,645.55,0,0,0.0,0.0,0.0,645.55,674.197,88.14,4,2025,
Dr. N.TATA RAO TPS,2560.0,819.885,254.433,0,0.0,0.0,0.0,1074.318,1067.479,372.92,4,2025,
ITPCL TPP,1200.0,0,0,0,0.0,459.704,0.0,459.704,436.091,255.01,4,2025,
KAKATIYA TPS,1100.0,0,124.388,207.861,0.0,0.0,0.0,332.249,349.391,330.349,4,2025,
KOTHAGUDEM TPS (NEW),1000.0,0,295.295,0,0.0,0.0,0.0,295.295,391.82,341.403,4,2025,
KOTHAGUDEM TPS (STAGE-7),800.0,0,162.877,0,0.0,0.0,0.0,162.877,250.974,199.085,4,2025,
KUDGI STPP,2400.0,264.13,154.6,154.7,0.0,0.0,68.2,641.6300000000001,769.689,297.679,4,2025,
METTUR TPS,840.0,352.2619,0,0,0.0,0.0,0.0,352.2619,305.7844,208.5811,4,2025,
METTUR TPS - II,600.0,219.01999999999998,0,0,0.0,0.0,0.0,219.01999999999998,183.86,178.51,4,2025,
MUTHIARA TPP,1200.0,0,0,0,0.0,232.426,0.0,232.426,208.976,204.794,4,2025,
NORTH CHENNAI TPS,1830.0,517.291,0,0,0.0,0.0,0.0,517.291,556.327,490.052,4,2025,
NTPL TUTICORIN  TPP,1000.0,0,0,152.68,0.0,0.0,0.0,152.68,349.70079999999996,139.88,4,2025,
OPG Power Generation Private Limited,414.0,25.763,0,0,0.0,160.284,0.0,186.047,180.924,49.35,4,2025,
PAINAMPURAM TPP,1320.0,333.367,0,0,0.0,174.088,0.0,507.45500000000004,459.23199999999997,208.83,4,2025,
RAICHUR TPS,1720.0,343.09900000000005,288.727,0,0.0,0.0,0.0,631.826,526.615,649.14,4,2025,
RAMAGUNDEM STPS,2600.0,0,874.57,0,0.0,0.0,0.0,874.57,945.919,790.18,4,2025,
RAYALASEEMA TPS,1650.0,431.716,203.178,0,0.0,0.0,0.0,634.894,695.849,91.31,4,2025,
SGPL TPP,1320.0,277.851,0,0,0.0,268.174,0.0,546.025,546.486,289.61,4,2025,
SIMHADRI,2000.0,673.96,65.77,37.9,0.0,0.0,69.72,847.35,897.005,245.843,4,2025,
SIMHAPURI TPS,600.0,0,0,0,0.0,97.344,0.0,97.344,178.438,92.478,4,2025,
SINGARENI TPP,1200.0,0,425.437,0,0.0,0.0,0.0,425.437,429.531,308.46,4,2025,
TELANGANA STPP PH-1,1600.0,23.5,412.31,0,0.0,0.0,56.02,491.83,500.502,623.234,4,2025,
TORANGALLU TPS(SBU-I),260.0,0,0,0,0.0,33.0,0.0,33.0,33.0,0.0,4,2025,
TORANGALLU TPS(SBU-II),600.0,0,0,0,0.0,132.68,0.0,132.68,142.97,3.22,4,2025,
TUTICORIN TPP ST-IV,525.0,0,0,0,0.0,126.755,0.0,126.755,137.377,17.23,4,2025,
TUTICORIN TPS,1050.0,363.785,0,0,0.0,0.0,0.0,363.785,314.776,374.5,4,2025,
VALLUR TPP,1500.0,558.62816,76.273,0,0.0,0.0,0.0,634.90116,567.191,641.7,4,2025,
VIZAG TPP,1040.0,264.67546,0,0,0.0,0.0,0.0,264.67546,275.562,71.9481,4,2025,
YADADRI TPS,800.0,0,321.249,0,0.0,0.0,0.0,321.249,370.06,155.941,4,2025,
YERMARUS TPP,1600.0,0,391.838,0,0.0,0.0,0.0,391.838,411.771,247.11,4,2025,
BAKRESWAR TPS,1050.0,0,0,433.904,0.0,0.0,0.0,433.904,444.347,166.39,4,2025,
BANDEL TPS,270.0,0,0,147.023,0.0,0.0,0.0,147.023,95.062,149.99,4,2025,
BARAUNI TPS,500.0,32.43,0,73.17,0.0,0.0,48.17,153.76999999999998,190.163,254.972,4,2025,
BARH  STPS,2640.0,585.32,0,412.63,0.0,0.0,52.78,1050.73,968.475,1077.648,4,2025,
BUDGE BUDGE TPS,750.0,109.505,0,100.265,57.387,0.0,0.0,267.157,305.252,159.467,4,2025,
CHANDRAPURA(DVC) TPS,500.0,113.06400000000001,0,129.889,0.0,0.0,0.0,242.95300000000003,213.395,257.08,4,2025,
DARLIPALI STPS,1600.0,0,0,715.01,0.0,0.0,0.0,715.01,712.616,356.36,4,2025,
DERANG TPP,1200.0,347.913,0,0,202.126,0.0,0.0,550.039,569.092,1036.67,4,2025,
D.P.L. TPS,550.0,130.675,0,91.069,3.887,0.0,0.0,225.63100000000003,247.598,92.07,4,2025,
DURGAPUR STEEL TPS,1000.0,365.94100000000003,0,0,0.0,0.0,0.927,366.86800000000005,349.399,402.09,4,2025,
FARAKKA STPS,2100.0,583.8,0,15.67,0.0,0.0,0.0,599.4699999999999,728.038,741.08,4,2025,
HALDIA TPP,600.0,317.898,0,0,0.0,0.0,0.0,317.898,280.588,138.45,4,2025,
HIRANMAYE TPP,300.0,154.127,0,0,0.0,0.0,0.0,154.127,123.726,118.11,4,2025,
IB VALLEY TPS,1740.0,60.97,0,728.356,0.0,0.0,0.0,789.326,774.762,265.27,4,2025,
JOJOBERA TPS,240.0,49.098,0,0,0.0,0.0,0.0,49.098,85.583,199.77,4,2025,
JSW Energy Utkal Limited,700.0,0,0,0,0.0,0.0,172.307,172.307,287.002,147.87,4,2025,
KAHALGAON TPS,2340.0,1086.92,0,31.64,0.0,0.0,0.0,1118.5600000000002,1149.406,777.831,4,2025,
KAMALANGA TPS,1050.0,372.631,0,0,107.745,0.0,0.0,480.376,530.794,241.59,4,2025,
KODARMA TPP,1000.0,310.056,0,173.531,0.0,0.0,0.0,483.587,460.867,432.5,4,2025,
KOLAGHAT TPS,840.0,0,0,397.717,0.0,0.0,0.0,397.717,315.363,159.19,4,2025,
Maadurga Thermal Power Company Ltd. ,60.0,37.38,0,0,0.0,0.0,0.0,37.38,36.22,4.49,4,2025,
MAHADEV PRASAD STPP,540.0,203.554,0,0,0.0,0.0,27.534,231.088,234.21,81.86,4,2025,
MAITHON RB TPP,1050.0,311.002,0,0,0.0,0.0,0.0,311.002,366.677,575.4,4,2025,
MEJIA TPS,2340.0,662.3760000000001,0,101.414,0.0,0.0,0.0,763.7900000000001,864.72,465.94,4,2025,
MUZAFFARPUR TPS,390.0,31.82,0,80.25,0.0,0.0,0.0,112.07,138.464,123.2,4,2025,
NABINAGAR STPP,1980.0,600.087,0,145.71200000000002,73.424,0.0,0.0,819.223,759.371,987.54,4,2025,
NABINAGAR TPP,1000.0,395.295,0,0,0.0,0.0,0.0,395.295,401.736,341.39,4,2025,
NORTH KARANPURA TPP,1320.0,404.62,0,123.67,0.0,0.0,0.0,528.29,565.641,567.095,4,2025,
RAGHUNATHPUR TPP,1200.0,384.126,0,18.603,0.0,0.0,0.0,402.729,458.231,309.57,4,2025,
SAGARDIGHI TPS,1600.0,0,0,804.149,0.0,0.0,0.0,804.149,574.736,498.0,4,2025,
SANTALDIH TPS,500.0,0,0,266.745,0.0,0.0,0.0,266.745,219.64,79.3,4,2025,
SOUTHERN REPL. TPS,135.0,23.701,0,0,0.054,0.0,0.0,23.755,26.378,47.06,4,2025,
TALCHER STPS,3000.0,1268.61,0,59.72,0.0,0.0,0.0,1328.33,1349.422,592.74,4,2025,
TENUGHAT TPS,420.0,153.17,0,0,0.0,0.0,0.0,153.17,114.91,311.94,4,2025,
VEDANTA TPP,600.0,287.407,0,0,0.0,0.0,0.0,287.407,300.842,92.067,4,2025,
BONGAIGAON TPP,750.0,138.37,0,80.71,0.0,0.0,0.0,219.07999999999998,211.495,301.982,4,2025,
ADANI POWER LIMITED KAWAI TPP,1320.0,261.519,0,0,0.0,68.547,0.0,330.06600000000003,415.172,247.57,5,2025,
ANPARA C TPS,1200.0,414.827,0,0,0.0,0.0,0.0,414.827,491.22,137.71,5,2025,
ANPARA TPS,2630.0,1058.46,0,0,0.0,0.0,0.0,1058.46,1096.01,799.06,5,2025,
BARKHERA TPS,90.0,31.76,0,0,0.0,0.0,0.0,31.76,21.79,89.83,5,2025,
CHHABRA-II TPP,1320.0,4.05193,0,206.79299000000003,0.0,0.0,0.0,210.84492000000003,227.9189,522.9515,5,2025,
CHHABRA-I PH-1 TPP,500.0,75.21539999999999,0,0,0.0,0.0,0.0,75.21539999999999,201.6631,175.1941,5,2025,
CHHABRA-I PH-2 TPP,500.0,0.1348,0,323.5804,0.0,0.0,0.0,323.7152,206.8655,176.4359,5,2025,
DADRI (NCTPP),1820.0,304.14,0,183.61,0.0,0.0,55.29,543.04,473.944,538.813,5,2025,
GHATAMPUR TPP,660.0,267.07,0,0,0.0,0.0,0.0,267.07,230.76,38.38,5,2025,
GH TPS (LEH.MOH.),920.0,7.698,0,285.609,0.0,0.0,0.207,293.51399999999995,292.236,351.587,5,2025,
GOINDWAL SAHIB TPP,540.0,59.02975,0,0,0.0,0.0,0.0,59.02975,110.183,189.17,5,2025,
HARDUAGANJ TPS,1265.0,376.584,0,0,0.0,0.0,0.0,376.584,405.386,519.39,5,2025,
INDIRA GANDHI STPP,1500.0,481.44000000000005,0,0,0.0,0.0,0.0,481.44000000000005,418.59,967.07,5,2025,
JAWAHARPUR STPP,1320.0,270.559,0,0,0.0,0.0,0.0,270.559,183.33,465.25,5,2025,
KALISINDH TPS,1200.0,0,0,420.861,0.0,0.0,0.0,420.861,383.634,298.43,5,2025,
KHAMBARKHERA TPS,90.0,26.211,0,0,0.0,0.0,0.0,26.211,22.139,87.68,5,2025,
KHURJA TPP,660.0,0,0,234.01,0.0,0.0,0.0,234.01,223.04,216.37,5,2025,
KOTA TPS,1240.0,601.8589999999999,0,0,0.0,0.0,0.0,601.8589999999999,489.221,370.24,5,2025,
KUNDARKI TPS,90.0,31.995,0,0,0.0,0.0,0.0,31.995,20.387,77.175,5,2025,
LALITPUR TPS,1980.0,680.906,0,0,0.0,0.0,0.0,680.906,621.537,647.32,5,2025,
MAHATMA GANDHI TPS,1320.0,357.754,0,0,0.0,0.0,0.0,357.754,400.34,495.88,5,2025,
MAQSOODPUR TPS,90.0,39.029,0,0,0.0,0.0,0.0,39.029,21.928,94.65,5,2025,
MEJA STPP,1320.0,418.54850000000005,0,35.2089,0.0,0.0,0.0,453.7574000000001,433.075,433.681,5,2025,
OBRA TPS,1660.0,613.85,0,0,0.0,0.0,0.0,613.85,581.25,477.1,5,2025,
PANIPAT TPS,710.0,216.861,0,0,0.0,0.0,0.0,216.861,232.975,490.93,5,2025,
PANKI TPS EXT,660.0,141.973,0,0,0.0,0.0,0.0,141.973,97.045,98.03,5,2025,
PARICHHA TPS,920.0,368.129,0,0,0.0,0.0,0.0,368.129,356.573,309.076,5,2025,
PRAYAGRAJ TPP,1980.0,749.99,0,0,0.0,0.0,0.0,749.99,679.98,613.98,5,2025,
RAJIV GANDHI TPS,1200.0,208.109,0,0,0.0,0.0,0.0,208.109,271.655,677.712,5,2025,
RAJPURA TPP,1400.0,572.4812999999999,0,0,0.0,0.0,0.0,572.4812999999999,446.87,500.11,5,2025,
RIHAND STPS,3000.0,1236.14,0,0,0.0,0.0,0.0,1236.14,1207.586,923.415,5,2025,
ROPAR TPS,840.0,0,0,264.243,0.0,0.0,0.0,264.243,277.151,473.59,5,2025,
ROSA TPP Ph-I,1200.0,436.43663,0,0,0.0,0.0,0.0,436.43663,396.247,562.62,5,2025,
SHREE CEMENT LTD TPS,300.0,0,0,0,0.0,76.69,0.0,76.69,76.69,0.0,5,2025,
SINGRAULI STPS,2000.0,910.12,0,0,0.0,0.0,0.0,910.12,893.037,569.39,5,2025,
SURATGARH STPS,1320.0,31.85774,0,288.69606,0.0,0.0,0.0,320.55379999999997,398.71,407.5,5,2025,
SURATGARH TPS,1500.0,355.134,0,0,0.0,0.0,0.0,355.134,322.57,539.05,5,2025,
TALWANDI SABO TPP,1980.0,810.471,0,0,0.0,0.0,0.0,810.471,572.535,617.04,5,2025,
TANDA TPS,1760.0,359.36,0,296.37,0.0,0.0,63.48,719.21,682.642,806.837,5,2025,
UNCHAHAR TPS,1550.0,621.23,0,160.46,0.0,0.0,34.15,815.84,599.92,662.01,5,2025,
UTRAULA TPS,90.0,23.33,0,0,0.0,0.0,0.0,23.33,23.337,74.1,5,2025,
YAMUNA NAGAR TPS,600.0,262.457,0,0,0.0,0.0,0.0,262.457,229.568,227.36,5,2025,
ADANI POWER LIMITED MUNDRA TPP - III,1980.0,0,0,0,0.0,628.897,0.0,628.897,601.64,106.927,5,2025,
ADANI POWER LIMITED MUNDRA TPP - I & II,2640.0,0,0,0,0.0,894.188,0.0,894.188,777.623,194.068,5,2025,
ADANI POWER LIMITED RAIGARH TPP,600.0,262.06300000000005,0,0,0.0,0.0,0.0,262.06300000000005,257.788,230.66,5,2025,
ADANI POWER LIMITED RAIPUR TPP,1370.0,486.86899999999997,0,0,0.0,0.0,60.125,546.9939999999999,409.331,181.86,5,2025,
ADANI POWER LIMITED TIRODA TPP,3300.0,1200.58,0,0,0.0,0.0,0.0,1200.58,1155.324,72.68,5,2025,
AKALTARA TPS,1800.0,577.659,0,0,52.772,0.0,0.0,630.431,646.475,847.81,5,2025,
AMARKANTAK EXT TPS,210.0,78.662,0,0,0.0,0.0,0.0,78.662,94.234,85.697,5,2025,
AMRAVATI TPS,1350.0,573.349,0,0,0.0,0.0,0.0,573.349,575.507,219.54,5,2025,
ANUPPUR TPP,1250.0,382.19,0,0,50.95,0.0,0.0,433.14,503.04,415.35,5,2025,
BALCO TPS,600.0,93.66,0,0,0.0,0.0,0.0,93.66,128.52,46.28,5,2025,
BANDAKHAR TPP,300.0,126.709,0,0,0.0,0.0,0.0,126.709,128.777,162.06,5,2025,
BARADARHA TPS,1200.0,489.649,0,0,0.0,0.0,0.0,489.649,491.684,503.3,5,2025,
BELA TPS,270.0,86.796,0,0,15.174,0.0,0.0,101.97,120.641,39.39,5,2025,
BHILAI TPS,500.0,201.003,8.174,0,0.0,0.0,0.0,209.177,219.248,265.45,5,2025,
BHUSAWAL TPS,1870.0,652.828,107.315,0,0.0,0.0,0.0,760.143,669.504,544.278,5,2025,
BINA TPS,500.0,147.66000000000003,0,0,67.26,0.0,0.064,214.984,213.26,170.89,5,2025,
BINJKOTE TPP,600.0,0,0,0,83.905,0.0,114.112,198.017,283.812,132.77,5,2025,
CHAKABURA TPP,30.0,0,0,0,0.0,0.0,5.973,5.973,41.132,12.14,5,2025,
CHANDRAPUR(MAHARASHTRA) STPS,2920.0,663.201,28.241,0,0.0,194.117,0.0,885.559,955.695,860.84,5,2025,
DAHANU TPS,500.0,162.589,0,0,0.0,0.0,0.0,162.589,197.246,111.43,5,2025,
DHARIWAL TPP,600.0,181.992,0,0,43.727000000000004,0.0,0.0,225.719,249.203,187.19,5,2025,
DSPM TPS,500.0,236.911,0,0,0.0,0.0,0.0,236.911,265.271,319.75,5,2025,
GADARWARA TPP,1600.0,529.9799999999999,4.05,105.23,0.0,0.0,0.0,639.2599999999999,665.532,214.659,5,2025,
GANDHI NAGAR TPS,630.0,210.53,0,0,0.0,0.0,0.0,210.53,135.716,243.70999999999998,5,2025,
GMR WARORA TPS,600.0,190.834,0,0,101.439,0.0,0.0,292.273,237.5449,204.0,5,2025,
JSW RATNAGIRI TPP,300.0,0,0,0,0.0,75.0,0.0,75.0,60.41,84.79,5,2025,
KASAIPALLI TPP,270.0,50.77,0,0,0.0,0.0,110.35,161.12,131.85,81.155,5,2025,
KHAPARKHEDA TPS,1340.0,606.399,0,0,0.0,62.011,0.238,668.648,606.543,303.23,5,2025,
KHARGONE STPP,1320.0,248.89000000000004,0,255.88,0.0,0.0,24.47,529.24,447.752,248.373,5,2025,
KORADI TPS,2190.0,902.275,100.969,0,0.0,0.0,0.0,1003.2439999999999,895.583,274.982,5,2025,
KORBA STPS,2600.0,1225.77,0,0,0.0,0.0,0.0,1225.77,1268.426,440.25,5,2025,
KORBA-WEST TPS,1340.0,558.459,0,0,0.0,0.0,0.0,558.459,658.229,304.67,5,2025,
LARA TPP,1600.0,3.46,0,749.42,0.0,0.0,0.0,752.88,690.645,385.185,5,2025,
MAHAN TPP,1200.0,174.21,0,0,0.0,0.0,220.718,394.928,242.925,297.47,5,2025,
MARWA TPS,1000.0,155.98,0,185.017,0.0,0.0,0.0,340.99699999999996,439.8692,435.1,5,2025,
MAUDA TPS,2320.0,682.89,0,63.03,0.0,0.0,99.58,845.5,942.7,603.834,5,2025,
MUNDRA UMTPP,4000.0,0,0,0,0.0,694.372,0.0,694.372,874.624,567.26,5,2025,
NASIK TPS,630.0,248.15900000000002,0,0,0.0,27.156,0.0,275.315,220.019,196.51,5,2025,
NAWAPARA TPP,600.0,291.527,0,0,0.0,0.0,0.0,291.527,249.407,277.56,5,2025,
NIGRI TPP,1320.0,0,0,345.4934,145.6769,0.0,0.0,491.1703,519.1244,337.3291,5,2025,
NIWARI TPP,90.0,36.13,0,0,0.0,0.0,0.03,36.160000000000004,40.22,76.06,5,2025,
OP JINDAL TPS,1000.0,50.008,0,601.738,0.0,0.0,0.0,651.7460000000001,541.632,338.60999999999996,5,2025,
PARAS TPS,500.0,130.22,92.39,0,0.0,0.0,0.0,222.61,198.637,144.72,5,2025,
PARLI TPS,750.0,103.632,221.922,0,0.0,0.0,0.0,325.554,208.104,182.37,5,2025,
PATHADI TPP,600.0,301.728,0,0,0.0,0.0,3.358,305.086,266.587,112.383,5,2025,
RATIJA TPS,100.0,0,0,0,0.0,0.0,56.24,56.24,69.03,7.16,5,2025,
SABARMATI (D-F STATIONS),362.0,119.35,0,0,0.0,0.0,0.0,119.35,138.67,89.66,5,2025,
SALAYA TPP,1200.0,0,0,0,0.0,435.73,0.0,435.73,248.485,270.713,5,2025,
SANJAY GANDHI TPS,1340.0,0,448.528,0,0.0,0.0,0.0,448.528,425.019,367.62,5,2025,
SASAN UMTPP,3960.0,0,0,1569.8,0.0,0.0,0.0,1569.8,1536.34,336.92,5,2025,
SATPURA TPS,500.0,188.03092999999998,0,0,0.0,0.0,0.0,188.03092999999998,213.461,123.04,5,2025,
SEIONI TPP,600.0,102.54899999999999,0,0,134.97,0.0,0.0,237.519,251.97,274.66,5,2025,
SHIRPUR TPP,300.0,0,0,0,0.0,0.0,89.559,89.559,117.402,70.15,5,2025,
SHREE SINGAJI TPP,2520.0,937.658,0,0,0.0,0.0,0.0,937.658,870.469,490.45,5,2025,
SIKKA REP. TPS,500.0,0,0,0,0.0,75.937,0.0,75.937,37.941,100.62,5,2025,
SIPAT STPS,2980.0,1072.2299999999998,0,0,0.0,0.0,15.18,1087.4099999999999,1188.029,533.328,5,2025,
SOLAPUR STPS,1320.0,122.3,206.71,22.630000000000003,0.0,0.0,46.95,398.59,437.532,279.626,5,2025,
SVPL TPP,63.0,41.35,0,0,0.0,0.0,0.0,41.35,41.08,36.9,5,2025,
TAMNAR TPP,2400.0,383.462,0,796,0.0,0.0,0.0,1179.462,1293.701,605.2,5,2025,
TROMBAY TPS,750.0,0,0,0,0.0,291.122,0.0,291.122,206.958,239.49,5,2025,
UCHPINDA TPP,1440.0,505.096,0,0,81.392,0.0,52.951,639.4390000000001,472.577,1328.26,5,2025,
UKAI TPS,1110.0,437.945,0,0,0.0,0.0,0.0,437.945,426.182,191.37,5,2025,
VINDHYACHAL STPS,4760.0,1825.25,0,0,0.0,0.0,0.0,1825.25,1835.997,1113.546,5,2025,
WANAKBORI TPS,2270.0,652.271,0,0,0.0,0.0,0.0,652.271,523.198,595.19,5,2025,
WARDHA WARORA TPP,540.0,192.75,0,0,0.0,0.0,50.76,243.51,220.46,388.56,5,2025,
ADANI POWER LIMITED UDUPI TPP,1200.0,0,0,0,0.0,290.151,0.0,290.151,137.383,265.98,5,2025,
BELLARY TPS,1700.0,173.67938,117.12572,386.66514,0.0,0.0,0.0,677.4702400000001,496.06,480.3194,5,2025,
BHADRADRI TPP,1080.0,0,357.103,0,0.0,0.0,0.0,357.103,402.879,312.601,5,2025,
DAMODARAM SANJEEVAIAH TPS,2400.0,692.4673,0,0,0.0,0.0,0.0,692.4673,728.081,49.55,5,2025,
Dr. N.TATA RAO TPS,2560.0,746.844,223.12,0,0.0,0.0,0.0,969.964,835.553,507.48,5,2025,
ITPCL TPP,1200.0,0,0,0,0.0,419.869,0.0,419.869,366.221,308.66,5,2025,
KAKATIYA TPS,1100.0,0,144.856,208.089,0.0,0.0,0.0,352.945,337.254,337.23,5,2025,
KOTHAGUDEM TPS (NEW),1000.0,0,377.15,0,0.0,0.0,0.0,377.15,369.15,349.403,5,2025,
KOTHAGUDEM TPS (STAGE-7),800.0,0,209.701,0,0.0,0.0,0.0,209.701,246.942,155.663,5,2025,
KUDGI STPP,2400.0,323.06,243.77,43.62,0.0,0.0,128.83,739.2800000000001,700.394,320.192,5,2025,
METTUR TPS,840.0,301.6937,0,0,0.0,0.0,0.0,301.6937,248.8358,261.439,5,2025,
METTUR TPS - II,600.0,203.45999999999998,0,0,0.0,0.0,0.0,203.45999999999998,233.0,148.97,5,2025,
MUTHIARA TPP,1200.0,147.575,0,0,0.0,131.849,0.0,279.424,164.462,319.76,5,2025,
NORTH CHENNAI TPS,1830.0,358.945,0,0,0.0,0.0,0.0,358.945,409.006,435.88300000000004,5,2025,
NTPL TUTICORIN  TPP,1000.0,0,0,152.282,0.0,75.25,0.0,227.532,186.41090000000003,181.01,5,2025,
OPG Power Generation Private Limited,414.0,14.441,0,0,0.0,0.0,142.424,156.865,182.642,137.17,5,2025,
PAINAMPURAM TPP,1320.0,399.84,0,0,0.0,217.304,0.0,617.144,475.228,350.74,5,2025,
RAICHUR TPS,1720.0,263.524,279.327,0,0.0,0.0,0.0,542.851,425.55,766.44,5,2025,
RAMAGUNDEM STPS,2600.0,0,901.89,0,0.0,0.0,0.0,901.89,836.394,856.801,5,2025,
RAYALASEEMA TPS,1650.0,381.078,228.058,0,0.0,0.0,0.0,609.136,614.911,85.53,5,2025,
SGPL TPP,1320.0,280.875,0,0,0.0,367.217,0.0,648.092,528.0841,409.62,5,2025,
SIMHADRI,2000.0,660.53,73.69,40.34,0.0,0.0,95.96,870.5200000000001,772.413,341.033,5,2025,
SIMHAPURI TPS,600.0,0,0,0,0.0,217.046,0.0,217.046,184.865,124.186,5,2025,
SINGARENI TPP,1200.0,0,389.301,0,0.0,0.0,0.0,389.301,394.945,302.82,5,2025,
TELANGANA STPP PH-1,1600.0,15.67,333.25,0,0.0,0.0,71.41,420.33000000000004,519.596,524.588,5,2025,
TORANGALLU TPS(SBU-I),260.0,0,0,0,0.0,40.87,0.0,40.87,40.87,0.0,5,2025,
TORANGALLU TPS(SBU-II),600.0,0,0,0,0.0,121.66,0.0,121.66,122.47,2.41,5,2025,
TUTICORIN TPP ST-IV,525.0,0,0,0,0.0,90.832,0.0,90.832,73.438,34.62,5,2025,
TUTICORIN TPS,1050.0,290.218,0,0,0.0,0.0,0.0,290.218,234.053,427.61,5,2025,
VALLUR TPP,1500.0,643.3309999999999,0,0,0.0,0.0,0.0,643.3309999999999,560.869,679.41,5,2025,
VIZAG TPP,1040.0,301.93432,0,0,0.0,0.0,0.0,301.93432,279.601,90.16159999999999,5,2025,
YADADRI TPS,800.0,0,373.772,0,0.0,0.0,0.0,373.772,212.04,257.8,5,2025,
YERMARUS TPP,1600.0,0,342.438,0,0.0,0.0,0.0,342.438,330.188,258.099,5,2025,
BAKRESWAR TPS,1050.0,0,0,578.095,0.0,0.0,0.0,578.095,447.97,296.57,5,2025,
BANDEL TPS,270.0,0,0,46.249,0.0,0.0,0.0,46.249,117.638,78.6,5,2025,
BARAUNI TPS,500.0,0,0,132.68,0.0,0.0,48.62,181.3,184.042,252.683,5,2025,
BARH  STPS,2640.0,337.32,0,462.15,0.0,0.0,76.27,875.74,883.158,1178.734,5,2025,
BOKARO TPS `A` EXP,500.0,0,0,3.984,0.0,0.0,0.0,3.984,47.456,179.08,5,2025,
BUDGE BUDGE TPS,750.0,83.935,0,127.763,96.66,0.0,0.0,308.358,290.306,177.52,5,2025,
CHANDRAPURA(DVC) TPS,500.0,65.717,0,164.874,0.0,0.0,0.0,230.591,233.804,251.02,5,2025,
DARLIPALI STPS,1600.0,0,0,724.27,0.0,0.0,0.0,724.27,712.634,367.995,5,2025,
DERANG TPP,1200.0,398.634,0,0,198.13,0.0,0.0,596.764,617.627,1015.81,5,2025,
D.P.L. TPS,550.0,143.232,0,75.579,0.0,0.0,0.0,218.81099999999998,196.604,114.28,5,2025,
DURGAPUR STEEL TPS,1000.0,418.898,0,0,0.0,0.0,0.0,418.898,362.064,454.82,5,2025,
FARAKKA STPS,2100.0,705.49,0,84.52,0.0,0.0,0.0,790.01,764.077,769.925,5,2025,
HALDIA TPP,600.0,279.699,0,0,0.0,0.0,0.0,279.699,283.41,134.74,5,2025,
HIRANMAYE TPP,300.0,108.691,0,0,0.0,0.0,0.0,108.691,77.391,145.7,5,2025,
IB VALLEY TPS,1740.0,96.6914,0,687.631,0.0,0.0,0.0,784.3224,732.203,317.39,5,2025,
JOJOBERA TPS,240.0,74.793,0,0,0.0,0.0,0.0,74.793,89.825,184.74,5,2025,
JSW Energy Utkal Limited,700.0,180.42,0,0,0.0,0.0,0.0,180.42,246.262,82.03,5,2025,
KAHALGAON TPS,2340.0,1131.48,0,15.14,0.0,0.0,0.0,1146.6200000000001,1165.939,760.178,5,2025,
KAMALANGA TPS,1050.0,392.176,0,0,174.68800000000002,0.0,0.0,566.864,503.642,320.91,5,2025,
KODARMA TPP,1000.0,313.879,0,154.507,0.0,0.0,0.0,468.386,408.564,489.32,5,2025,
KOLAGHAT TPS,840.0,0,0,366.301,0.0,0.0,0.0,366.301,347.29,178.2,5,2025,
Maadurga Thermal Power Company Ltd. ,60.0,0,0,0,19.456,0.0,7.295999999999999,26.752,25.073,6.17,5,2025,
MAHADEV PRASAD STPP,540.0,146.097,0,0,0.0,0.0,45.715,191.812,199.924,73.75,5,2025,
MAITHON RB TPP,1050.0,413.815,0,0,0.0,0.0,0.0,413.815,364.665,622.73,5,2025,
MEJIA TPS,2340.0,669.816,0,113.429,0.0,0.0,12.843,796.088,842.161,419.87,5,2025,
MUZAFFARPUR TPS,390.0,12.088,0,121.505,61.646,0.0,0.0,195.23899999999998,154.997,163.44,5,2025,
NABINAGAR STPP,1980.0,451.04,0,83.051,110.057,0.0,0.0,644.148,698.174,933.12,5,2025,
NABINAGAR TPP,1000.0,401.1112,0,0,0.0,0.0,0.0,401.1112,393.955,348.55,5,2025,
NORTH KARANPURA TPP,1980.0,360.26,0,267.31,0.0,0.0,0.0,627.5699999999999,606.862,557.54,5,2025,
RAGHUNATHPUR TPP,1200.0,377.10400000000004,0,60.824,0.0,0.0,0.0,437.92800000000005,363.327,384.17,5,2025,
SAGARDIGHI TPS,1600.0,0,0,708.253,0.0,0.0,0.0,708.253,695.203,515.61,5,2025,
SANTALDIH TPS,500.0,0,0,245.303,0.0,0.0,0.0,245.303,215.744,110.123,5,2025,
SOUTHERN REPL. TPS,135.0,3.912,0,0,0.0,0.0,0.0,3.912,29.694,21.28,5,2025,
TALCHER STPS,3000.0,1411.14,0,30.02,0.0,0.0,0.0,1441.16,1401.668,630.213,5,2025,
TENUGHAT TPS,420.0,86.23,0,0,0.0,0.0,0.0,86.23,78.22,319.95,5,2025,
VEDANTA TPP,600.0,278.967,0,0,0.0,0.0,0.0,278.967,262.497,108.54,5,2025,
BONGAIGAON TPP,750.0,104.2,0,101.82,0.0,0.0,0.0,206.01999999999998,223.21,283.541,5,2025,
ADANI POWER LIMITED KAWAI TPP,1320.0,349.748,0,0,0.0,79.718,0.0,429.466,390.957,,6,2025,
ANPARA C TPS,1200.0,478.084,0,0,0.0,0.0,0.0,478.084,439.539,,6,2025,
ANPARA TPS,2630.0,1119.25,0,0,0.0,0.0,0.0,1119.25,1069.36,,6,2025,
